철도운영기관명,선명,역명,경도,위도
코레일,3호선,대화,126.747756,37.675883
코레일,3호선,대곡,126.811025,37.631629
코레일,3호선,화정,126.832503,37.637837
코레일,3호선,원흥,126.873239,37.650709
코레일,3호선,주엽,126.761232,37.670138
코레일,3호선,정발산,126.773254,37.659709
코레일,3호선,마두,126.777641,126.777641
코레일,3호선,백석,126.788109,37.642973
코레일,3호선,원당,126.842891,37.653103
코레일,3호선,삼송,126.895559,37.653096
서울교통공사,3호선,지축,126.912551,37.648281
서울교통공사,3호선,구파발,126.918827,37.636612
서울교통공사,3호선,연신내,126.920859,37.618855
서울교통공사,3호선,불광,126.929843,37.610554
서울교통공사,3호선,녹번,126.935758,37.600882
서울교통공사,3호선,홍제,126.944092,37.588851
서울교통공사,3호선,무악재,126.950131,37.582658
서울교통공사,3호선,독립문,126.957902,37.574534
서울교통공사,3호선,경복궁(정부서울청사),126.973576,37.575844
서울교통공사,3호선,안국,126.98547,37.576562
서울교통공사,3호선,종로3가,126.991237,37.571537
서울교통공사,3호선,을지로3가,126.992616,37.566299
서울교통공사,3호선,충무로,126.995473,37.561302
서울교통공사,3호선,동대입구,127.005273,37.55816
서울교통공사,3호선,약수,127.010628,37.554674
서울교통공사,3호선,금호,127.015785,37.548269
서울교통공사,3호선,옥수,127.017303,37.541653
서울교통공사,3호선,압구정,127.028502,37.526169
서울교통공사,3호선,신사,127.020247,37.516438
서울교통공사,3호선,잠원,127.011613,37.512989
서울교통공사,3호선,고속터미널,127.004916,37.504953
서울교통공사,3호선,교대(법원·검찰청),127.013796,37.49306
서울교통공사,3호선,남부터미널(예술의전당),127.016289,37.48494
서울교통공사,3호선,양재(서초구청),127.03513,37.48466
서울교통공사,3호선,매봉,127.046907,37.487114
서울교통공사,3호선,도곡,127.055694,37.491129
서울교통공사,3호선,대치,127.063449,37.494601
서울교통공사,3호선,학여울,127.070541,37.496757
서울교통공사,3호선,대청,127.079526,37.493607
서울교통공사,3호선,일원,127.08416,37.48389
서울교통공사,3호선,수서,127.101324,37.487507
서울교통공사,3호선,가락시장,127.118101,37.492368
서울교통공사,3호선,경찰병원,127.124198,37.495754
서울교통공사,3호선,오금,127.128344,37.502288
